Id,SentenceA,SentenceB,Origin,Logic_label,Commonsense_label,SICK_original,monalog,gkr4nli,langpro,ccg2lambda_easyccg,ccg2lambda_candc
8973,A dog has its head outside a red and green gift bag,The red and brown dog is digging its nose inside a holiday gift bag,SICK,N,N,N,N,N,N,N,N
8974,A dog has its head inside a red and green gift bag,The red and brown dog is digging its nose inside a holiday gift bag,SICK,N,N,N,N,N,N,N,N
8975,The man is biking in the snow and wearing a red jacket,The rider is biking in the snow and wearing a red jacket,SICK,E,E,E,N,N,N,N,N
8976,The rider is biking in the rain and wearing a red jacket,The rider is biking in the snow and wearing a red jacket,SICK,N,N,N,N,N,N,N,N
8977,A cyclist is biking in a snowy forest in the dark,A cyclist is biking in a snowy forest at night,SICK,N,E,E,N,E,N,N,N
8978,A cyclist is biking in a snowy forest at day,A cyclist is biking in a snowy forest at night,SICK,UG,UG,C,C,C,N,N,N
8979,A cyclist is biking in a snowy forest in the dark,The rider is biking in the snow and wearing a red jacket,SICK,N,N,N,N,N,N,N,N
8980,The rider is biking in the snow and wearing a red jacket,A cyclist is biking in a snowy forest at day,SICK,N,N,N,N,N,N,N,N
8981,A cyclist is biking in a snowy forest at night,The man is biking in the snow and wearing a red jacket,SICK,N,N,N,N,N,N,N,N
8982,The rider is biking in the rain and wearing a red jacket,A cyclist is biking in a snowy forest at night,SICK,N,N,N,N,N,N,N,N
8983,A cyclist is biking in a snowy forest at night,The rider is biking in the snow and wearing a red jacket,SICK,N,N,N,N,N,N,N,N
8984,A girl with a bikini is playing in the dunes,A girl with a bikini is playing in the sand,SICK,E,E,E,N,N,N,N,N
8985,A girl with a bikini is playing in the dunes,No girl with a bikini is playing in the dunes,SICK,C,C,C,C,C,C,C,C
8986,A young girl in a bikini is jumping on the beach,A young girl in swimming suite is jumping on the beach,SICK,UG,UG,E,E,N,N,N,E
8987,A young girl in a bikini is jumping on the beach,A young girl in a bikini is sitting on the beach,SICK,N,N,N,N,N,N,N,N
8988,A young girl in swimming suite is jumping on the beach,A girl with a bikini is playing in the dunes,SICK,N,N,N,N,N,N,N,N
8989,A girl with a bikini is playing in the dunes,A young girl in a bikini is sitting on the beach,SICK,N,N,N,N,N,N,N,N
8990,A young girl in a bikini is jumping on the beach,A girl with a bikini is playing in the sand,SICK,N,N,N,N,N,N,N,N
8991,A young girl in a bikini is jumping on the beach,No girl with a bikini is playing in the dunes,SICK,N,N,N,N,C,N,N,N
8992,A young girl in a bikini is jumping on the beach,A girl with a bikini is playing in the dunes,SICK,N,N,N,N,N,N,N,N
8993,A boy is wearing a hat and is walking in the wet sand,A little kid is wearing a hat and is walking in the wet sand,SICK,N,N,E,N,N,N,N,N
8994,A little kid is wearing a hat and is walking in the dry sand,A little kid is wearing a hat and is walking in the wet sand,SICK,C,C,N,C,N,N,N,N
8995,A wet kid is wearing sand and is walking on a little hat,A little kid is wearing a hat and is walking in the wet sand,SICK,UG,UG,N,N,E,N,N,N
8996,A white hat is being worn by a boy which is running on the beach,A boy is wearing a white hat and is running on the beach,SICK,E,E,E,N,E,E,E,E
8997,A boy is wearing a white hat and is running on the beach,A boy is wearing a white hat and is walking on the beach,SICK,N,N,N,N,N,N,N,N
8998,A little kid is wearing a hat and is walking in the wet sand,A white hat is being worn by a boy which is running on the beach,SICK,N,N,N,N,N,N,N,N
8999,A boy is wearing a white hat and is walking on the beach,A little kid is wearing a hat and is walking in the wet sand,SICK,N,N,N,N,N,N,N,N
9000,A boy is wearing a hat and is walking in the wet sand,A boy is wearing a white hat and is running on the beach,SICK,N,N,N,N,N,N,N,N
9001,A boy is wearing a white hat and is running on the beach,A little kid is wearing a hat and is walking in the dry sand,SICK,N,N,N,N,N,N,N,N
9002,A boy is wearing a white hat and is running on the beach,A wet kid is wearing sand and is walking on a little hat,SICK,N,N,N,N,N,N,N,N
9003,A boy is wearing a white hat and is running on the beach,A little kid is wearing a hat and is walking in the wet sand,SICK,N,N,N,N,N,N,N,N
9004,A cardboard box is being touched by a man in a black hat,A man in a black hat is touching a cardboard box,SICK,E,E,E,E,E,E,E,E
9005,A man in a white hat is touching a cardboard box,A man in a black hat is touching a cardboard box,SICK,C,C,N,C,C,N,N,N
9006,A man in a black hat is reaching for a box,A person in a black hat is reaching for a box,SICK,E,E,E,E,E,E,E,E
9007,A man in a black hat is not reaching for a box,A man in a black hat is reaching for a box,SICK,C,C,C,C,C,C,C,C
9008,A man in a black hat is touching a cardboard box,A person in a black hat is reaching for a box,SICK,N,N,N,N,N,N,N,N
9009,A man in a black hat is touching a cardboard box,A man in a black hat is not reaching for a box,SICK,N,N,N,N,N,N,N,N
9010,A man in a black hat is reaching for a box,A cardboard box is being touched by a man in a black hat,SICK,N,N,N,N,N,N,N,N
9011,A man in a white hat is touching a cardboard box,A man in a black hat is reaching for a box,SICK,N,N,N,N,N,N,N,N
9012,A man in a black hat is reaching for a box,A man in a black hat is touching a cardboard box,SICK,N,N,N,N,N,N,N,N
9013,A blond kid is going down a slide and throwing up his arms,A blond child is going down a slide and throwing up his arms,SICK,E,E,E,E,E,E,E,E
9014,A blond child is going down a slide and throwing up his arms,A child with dark hair is going down a slide and throwing up his arms,SICK,C,C,C,N,N,N,N,N
9015,A young girl with a heart tank top is raising her hands as she is playing on a slide,A young girl with a heart tank top is raising her hands as she is sliding,SICK,N,E,E,N,N,N,N,N
9016,A young girl with a heart tank top is raising her hands as she is sliding,A young boy with a heart tank top is raising his hands as he is sliding,SICK,C,C,N,N,C,N,N,N
9017,A young girl with a heart tank top is raising her hands as she is playing on a slide,A blond child is going down a slide and throwing up his arms,SICK,N,N,N,N,N,N,N,N
9018,A young boy with a heart tank top is raising his hands as he is sliding,A blond child is going down a slide and throwing up his arms,SICK,N,N,N,N,N,N,N,N
9019,A young girl with a heart tank top is raising her hands as she is sliding,A blond kid is going down a slide and throwing up his arms,SICK,N,N,N,N,N,N,N,N
9020,A child with dark hair is going down a slide and throwing up his arms,A young girl with a heart tank top is raising her hands as she is sliding,SICK,N,N,N,N,N,N,N,N
9021,A blond child is going down a slide and throwing up his arms,A young girl with a heart tank top is raising her hands as she is sliding,SICK,N,N,N,N,N,N,N,N
9022,Two dogs are playing on the beach,Two dogs are playing on a beach,SICK,E,E,E,E,E,E,E,E
9023,Two dogs are playing on a beach,Two dogs are playing in a forest,SICK,N,N,N,N,N,N,N,N
9024,A brown dog is running after a black dog on a rocky shore,A brown dog is running after a dark dog on a rocky shore,SICK,E,E,E,E,E,N,N,E
9025,A brown dog is running after a black dog on a rocky shore,A brown dog is running after a white dog on a rocky shore,SICK,C,C,N,C,C,N,N,N
9026,Two dogs are playing on a beach,A brown dog is running after a dark dog on a rocky shore,SICK,N,N,N,N,N,N,N,N
9027,Two dogs are playing on a beach,A brown dog is running after a white dog on a rocky shore,SICK,N,N,N,N,N,N,N,N
9028,Two dogs are playing on the beach,A brown dog is running after a black dog on a rocky shore,SICK,N,N,N,N,N,N,N,N
9029,Two dogs are playing in a forest,A brown dog is running after a black dog on a rocky shore,SICK,N,N,N,N,N,N,N,N
9030,A brown dog is running after a black dog on a rocky shore,Two dogs are playing on a beach,SICK,N,N,N,N,N,N,N,N
9031,Two dogs are playing on a rocky beach,Two dogs are playing on a beach made of rocks,SICK,E,E,E,N,N,N,N,N
9032,Two dogs are playing on a sandy beach,Two dogs are playing on a rocky beach,SICK,N,N,N,N,N,N,N,N
9033,A black dog is approaching a golden dog on pebbly beach,A black animal is approaching a golden dog on pebbly beach,SICK,UG,UG,E,E,C,E,E,E
9034,A black dog is approaching a golden dog on pebbly beach,A white dog is approaching a golden dog on pebbly beach,SICK,UG,UG,N,C,E,N,N,N
9035,A black animal is approaching a golden dog on pebbly beach,Two dogs are playing on a rocky beach,SICK,N,N,N,N,N,N,N,N
9036,A white dog is approaching a golden dog on pebbly beach,Two dogs are playing on a rocky beach,SICK,N,N,N,N,N,N,N,N
9037,Two dogs are playing on a beach made of rocks,A black dog is approaching a golden dog on pebbly beach,SICK,N,N,N,N,N,N,N,N
9038,A black dog is approaching a golden dog on pebbly beach,Two dogs are playing on a sandy beach,SICK,N,N,N,N,N,N,N,N
9039,Two dogs are playing on a rocky beach,A black dog is approaching a golden dog on pebbly beach,SICK,N,N,N,N,N,N,N,N
9040,A large white dog is jumping in the air over an area covered by snow,A large white dog is jumping in the air over a snowy area,SICK,E,E,E,N,E,N,N,N
9041,A large black dog is jumping in the air over a snowy area,A large white dog is jumping in the air over a snowy area,SICK,C,C,N,C,C,N,N,N
9042,A large white dog is jumping up in the snow,A large white animal is jumping up in the snow,SICK,E,E,E,E,E,E,E,N
9043,A small white dog is jumping up in the snow,A large white dog is jumping up in the snow,SICK,C,C,N,C,C,N,N,N
9044,A large white dog is jumping in the air over a snowy area,A large white animal is jumping up in the snow,SICK,E,E,E,N,N,N,N,N
9045,A large white dog is jumping in the air over a snowy area,A small white dog is jumping up in the snow,SICK,N,N,N,N,N,N,N,N
9046,A large white dog is jumping in the air over an area covered by snow,A large white dog is jumping up in the snow,SICK,E,E,E,N,E,N,N,N
9047,A large white dog is jumping up in the snow,A large black dog is jumping in the air over a snowy area,SICK,N,N,N,N,N,N,N,N
9048,A large white dog is jumping up in the snow,A large white dog is jumping in the air over a snowy area,SICK,E,E,E,N,N,N,N,N
9049,Two young boys are wearing hats and sticking their colored tongues out,Two young kids are wearing hats and sticking their colored tongues out,SICK,E,E,E,N,N,E,E,E
9050,Two young boys are wearing hats and sticking their colored tongues out,Two young girls are wearing hats and sticking their colored tongues out,SICK,C,C,N,N,C,N,N,N
9051,A pair of kids are sticking out blue and green colored tongues,Two kids are sticking out blue and green colored tongues,SICK,E,E,E,N,E,E,E,N
9052,Two kids are not sticking out blue and green colored tongues,Two kids are sticking out blue and green colored tongues,SICK,C,C,C,C,C,C,C,C
9053,A pair of kids are sticking out blue and green colored tongues,Two young boys are wearing hats and sticking their colored tongues out,SICK,N,N,N,N,N,N,N,N
9054,Two young boys are wearing hats and sticking their colored tongues out,Two kids are not sticking out blue and green colored tongues,SICK,N,N,N,N,C,N,N,N
9055,Two young kids are wearing hats and sticking their colored tongues out,Two kids are sticking out blue and green colored tongues,SICK,N,N,N,N,N,N,N,N
9056,Two young girls are wearing hats and sticking their colored tongues out,Two kids are sticking out blue and green colored tongues,SICK,N,N,N,N,N,N,N,N
9057,Two kids are sticking out blue and green colored tongues,Two young boys are wearing hats and sticking their colored tongues out,SICK,N,N,N,N,N,N,N,N
9058,A dog is standing on the side of a mountain,A dog is standing on a mountain,SICK,E,E,E,N,E,E,E,N
9059,There is no dog standing on the side of a mountain,A dog is standing on the side of a mountain,SICK,C,C,C,C,C,C,C,C
9060,A white dog is standing on a hill covered by grass,A white dog is standing on a grassy hillside,SICK,E,E,E,N,N,N,N,N
9061,A white dog is standing on a grassy hillside,A black dog is standing on a grassy hillside,SICK,C,C,N,C,C,N,N,N
9062,A dog is standing on the side of a mountain,A white dog is standing on a hill covered by grass,SICK,N,N,N,N,N,N,N,N
9063,A dog is standing on the side of a mountain,A black dog is standing on a grassy hillside,SICK,N,N,N,N,N,N,N,N
9064,A dog is standing on a mountain,A white dog is standing on a grassy hillside,SICK,N,N,N,N,N,N,N,N
9065,There is no dog standing on the side of a mountain,A white dog is standing on a grassy hillside,SICK,N,N,N,N,N,N,N,N
9066,A white dog is standing on a grassy hillside,A dog is standing on the side of a mountain,SICK,N,N,N,N,N,N,N,N
9067,Two children are rolling in dirty water,Two children are rolling in muddy water,SICK,E,E,E,E,E,E,E,E
9068,Two children are rolling in clean water,Two children are rolling in muddy water,SICK,C,C,N,N,C,N,N,N
9069,Two boys are laying in the ocean close to the beach,Two boys are laying in the water close to the beach,SICK,E,E,E,N,E,E,N,E
9070,Two boys are laying in the ocean close to the beach,Two boys are laying in the ocean far to the beach,SICK,UG,UG,C,N,N,N,N,N
9071,Two children are rolling in muddy water,Two boys are laying in the water close to the beach,SICK,N,N,N,N,N,N,N,N
9072,Two children are rolling in muddy water,Two boys are laying in the ocean far to the beach,SICK,N,N,N,N,N,N,N,N
9073,Two children are rolling in dirty water,Two boys are laying in the ocean close to the beach,SICK,N,N,N,N,N,N,N,N
9074,Two children are rolling in clean water,Two boys are laying in the ocean close to the beach,SICK,N,N,N,N,N,N,N,N
9075,Two children are rolling in muddy water,Two boys are laying in the ocean close to the beach,SICK,N,N,N,N,N,N,N,N
9076,A black and brown dog is eyeing a fly,A black and brown dog is eyeing an insect,SICK,E,E,E,E,N,E,E,E
9077,A black and brown cat is eyeing a fly,A black and brown dog is eyeing a fly,SICK,N,N,N,N,N,N,N,N
9078,A brown and black dog is looking upwards,A brown and black dog is pointing the nose upwards,SICK,E,E,E,N,N,N,N,N
9079,A brown and black dog is pointing the nose upwards,A brown and black dog is pointing the nose downwards,SICK,N,N,N,N,N,N,N,N
9080,A brown and black dog is looking upwards,A black and brown dog is eyeing a fly,SICK,N,N,N,N,N,N,N,N
9081,A black and brown dog is eyeing a fly,A brown and black dog is pointing the nose downwards,SICK,N,N,N,N,N,N,N,N
9082,A brown and black dog is pointing the nose upwards,A black and brown dog is eyeing an insect,SICK,N,N,N,N,N,N,N,N
9083,A brown and black dog is pointing the nose upwards,A black and brown cat is eyeing a fly,SICK,N,N,N,N,N,N,N,N
9084,A black and brown dog is eyeing a fly,A brown and black dog is pointing the nose upwards,SICK,N,N,N,N,N,N,N,N
9085,A large man is sitting in a military accessories shop,A large man is sitting in a military accessories store,SICK,E,E,E,E,E,E,E,N
9086,A large man is sitting in a military accessories store,A small man is sitting in a military accessories store,SICK,C,C,N,C,C,N,N,N
9087,A veteran is showing different things from a war to some people,Different things from a war are being shown to some people by a veteran,SICK,E,E,E,N,E,N,N,N
9088,There is no veteran showing things from a war to some people,A veteran is showing different things from a war to some people,SICK,C,C,C,C,C,C,C,C
9089,Different things from a war are being shown to some people by a veteran,A large man is sitting in a military accessories store,SICK,N,N,N,N,N,N,N,N
9090,There is no veteran showing things from a war to some people,A large man is sitting in a military accessories store,SICK,N,N,N,N,N,N,N,N
9091,A veteran is showing different things from a war to some people,A large man is sitting in a military accessories shop,SICK,N,N,N,N,N,N,N,N
9092,A veteran is showing different things from a war to some people,A small man is sitting in a military accessories store,SICK,N,N,N,N,N,N,N,N
9093,A large man is sitting in a military accessories store,A veteran is showing different things from a war to some people,SICK,N,N,N,N,N,N,N,N
9094,A grey dog is bouncing a soccer ball on its head in a grass field,A grey dog is bouncing a soccer ball on its head on a lawn,SICK,E,E,E,N,N,N,N,N
9095,A grey dog is bouncing a soccer ball on its head in a grass field,A grey dog is bouncing a tennis ball on its head in a grass field,SICK,C,C,C,N,N,N,N,N
9096,A dog with a blue collar is playing with the ball in the garden,A dog with a blue collar is playing with the ball outside,SICK,E,E,E,N,E,N,N,N
9097,A dog with a blue collar is not playing with the ball outside,A dog with a blue collar is playing with the ball outside,SICK,C,C,C,C,C,C,C,C
9098,A dog with a blue collar is playing with the ball in the garden,A grey dog is bouncing a soccer ball on its head in a grass field,SICK,N,N,N,N,N,N,N,N
9099,A dog with a blue collar is not playing with the ball outside,A grey dog is bouncing a soccer ball on its head in a grass field,SICK,N,N,N,N,N,N,N,N
9100,A grey dog is bouncing a soccer ball on its head on a lawn,A dog with a blue collar is playing with the ball outside,SICK,N,N,N,N,N,N,N,N
9101,A grey dog is bouncing a tennis ball on its head in a grass field,A dog with a blue collar is playing with the ball outside,SICK,N,N,N,N,N,N,N,N
9102,A dog with a blue collar is playing with the ball outside,A grey dog is bouncing a soccer ball on its head in a grass field,SICK,N,N,N,N,N,N,N,N
9103,A young black child is standing on the edge of a body of water near some buckets,A young black child is waiting on the edge of a body of water near some buckets,SICK,N,N,E,N,N,N,N,N
9104,A young white child is not standing on the edge of a body of water near some buckets,A young black child is standing on the edge of a body of water near some buckets,SICK,N,N,N,N,E,Exception,Exception,N
9105,A boy next to some buckets of rags is holding something,A boy next to some buckets of rags is holding an object,SICK,E,E,E,N,C,N,N,E
9106,A boy next to some buckets of rags is holding an object,A boy next to some buckets of rags is not holding an object,SICK,C,C,C,C,C,N,N,C
9107,A boy next to some buckets of rags is holding something,A young black child is standing on the edge of a body of water near some buckets,SICK,N,N,N,N,N,N,N,N
9108,A young black child is standing on the edge of a body of water near some buckets,A boy next to some buckets of rags is not holding an object,SICK,N,N,N,N,N,N,N,N
9109,A boy next to some buckets of rags is holding an object,A young black child is waiting on the edge of a body of water near some buckets,SICK,N,N,N,N,N,N,N,N
9110,A boy next to some buckets of rags is holding an object,A young white child is not standing on the edge of a body of water near some buckets,SICK,N,N,N,N,N,N,N,N
9111,A boy next to some buckets of rags is holding an object,A young black child is standing on the edge of a body of water near some buckets,SICK,N,N,N,N,N,N,N,N
9112,Two children are playing soccer in the park,Two children are playing with a ball in the park,SICK,E,E,E,N,N,N,N,N
9113,Two children are playing soccer in the park,Two children are not playing soccer in the park,SICK,C,C,C,C,C,C,C,C
9114,Two little boys are playing outside with a soccer ball on the green grass,Children are playing outside with a soccer ball on the green grass,SICK,E,E,E,N,N,E,E,E
9115,Two little boys are playing outside with a soccer ball on the green grass,There are no little boys playing outside with a soccer ball on the green grass,SICK,C,C,C,N,C,C,C,C
9116,Two children are playing soccer in the park,Children are playing outside with a soccer ball on the green grass,SICK,N,N,N,N,N,N,N,N
9117,There are no little boys playing outside with a soccer ball on the green grass,Two children are playing soccer in the park,SICK,N,N,N,N,N,N,N,N
9118,Two little boys are playing outside with a soccer ball on the green grass,Two children are playing with a ball in the park,SICK,N,N,E,N,N,N,N,N
9119,Two children are not playing soccer in the park,Two little boys are playing outside with a soccer ball on the green grass,SICK,N,N,N,N,N,N,N,N
9120,Two little boys are playing outside with a soccer ball on the green grass,Two children are playing soccer in the park,SICK,N,N,N,N,N,N,N,N
9121,The woman is wearing a colorful shirt and a lot of jewelry,A woman is wearing a colorful shirt and a lot of jewelry,SICK,E,E,E,E,E,E,E,E
9122,A woman is wearing a colorful shirt and a lot of jewelry,A man is wearing a colorful shirt and a lot of jewelry,SICK,C,C,N,C,C,N,N,N
9123,A young woman with Indian clothing and henna on her hand is going through paperwork,A girl with Indian clothing and henna on her hand is going through paperwork,SICK,E,E,E,N,N,N,N,E
9124,A man with Indian clothing and henna on his hand is going through paperwork,A girl with Indian clothing and henna on her hand is going through paperwork,SICK,N,N,N,N,N,N,N,N
9125,A young woman with Indian clothing and henna on her hand is going through paperwork,A woman is wearing a colorful shirt and a lot of jewelry,SICK,N,N,N,N,N,N,N,N
9126,A woman is wearing a colorful shirt and a lot of jewelry,A man with Indian clothing and henna on his hand is going through paperwork,SICK,N,N,N,N,N,N,N,N
9127,A girl with Indian clothing and henna on her hand is going through paperwork,The woman is wearing a colorful shirt and a lot of jewelry,SICK,N,N,N,N,N,N,N,N
9128,A girl with Indian clothing and henna on her hand is going through paperwork,A man is wearing a colorful shirt and a lot of jewelry,SICK,N,N,N,N,N,N,N,N
9129,A woman is wearing a colorful shirt and a lot of jewelry,A girl with Indian clothing and henna on her hand is going through paperwork,SICK,N,N,N,N,N,N,N,N
9130,A man is standing in the middle of a gym and is wearing a jersey,A man is standing in a gym and is wearing a jersey,SICK,E,E,E,N,E,E,E,N
9131,A man is standing in the middle of a gym and is wearing a jersey,There is no man standing in the middle of a gym and is wearing a jersey,SICK,C,C,C,C,Exception,C,C,C
9132,A man in a jersey which is black is standing in a gym,A man in a black jersey is standing in a gym,SICK,E,E,E,N,E,E,E,N
9133,A man in a black jersey is standing in a gym,A woman in a black jersey is standing in a gym,SICK,C,C,N,C,C,N,N,N
9134,A man is standing in the middle of a gym and is wearing a jersey,A man in a jersey which is black is standing in a gym,SICK,N,N,N,N,N,N,N,N
9135,A man is standing in the middle of a gym and is wearing a jersey,A woman in a black jersey is standing in a gym,SICK,N,N,N,N,N,N,N,N
9136,A man in a black jersey is standing in a gym,A man is standing in a gym and is wearing a jersey,SICK,E,E,E,N,E,N,N,E
9137,There is no man standing in the middle of a gym and is wearing a jersey,A man in a black jersey is standing in a gym,SICK,UG,UG,N,N,Exception,Exception,Exception,N
9138,A man is standing in the middle of a gym and is wearing a jersey,A man in a black jersey is standing in a gym,SICK,N,N,N,N,N,N,N,N
9139,The snowboarder is jumping off the snow,A snowboarder is jumping off the snow,SICK,E,E,E,E,E,E,E,E
9140,A snowboarder is jumping off the snow,There is no snowboarder jumping off the snow,SICK,C,C,C,C,C,C,C,C
9141,The snowboarder is jumping off a snow covered hill,The snowboarder is jumping off a snowy hill,SICK,E,E,E,N,N,E,N,N
9142,The snowboarder is not jumping off a snow covered hill,The snowboarder is jumping off a snow covered hill,SICK,C,C,C,C,C,C,C,C
9143,The snowboarder is jumping off a snowy hill,A snowboarder is jumping off the snow,SICK,N,N,E,N,N,E,E,N
9144,A snowboarder is jumping off the snow,The snowboarder is not jumping off a snow covered hill,SICK,N,C,C,N,N,N,N,N
9145,The snowboarder is jumping off a snow covered hill,The snowboarder is jumping off the snow,SICK,E,E,E,N,E,E,E,E
9146,There is no snowboarder jumping off the snow,The snowboarder is jumping off a snow covered hill,SICK,C,C,C,N,N,C,C,C
9147,The snowboarder is jumping off a snow covered hill,A snowboarder is jumping off the snow,SICK,E,E,E,N,E,E,E,E
9148,A lady is wearing a black dress and is carrying a white cross,A lady is dressed in black and is carrying a white cross,SICK,E,E,E,N,E,N,N,N
9149,A boy is wearing a black dress and is carrying a white cross,A lady is wearing a black dress and is carrying a white cross,SICK,N,N,N,N,N,N,N,N
9150,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,A woman in a black dress is pulling a cart and is standing near two men who are seated on a park bench,SICK,E,E,E,N,E,N,N,N
9151,A man in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,SICK,C,C,N,C,N,N,N,N
9152,A woman in a black dress is pulling a cart and is standing near two men who are seated on a park bench,A lady is wearing a black dress and is carrying a white cross,SICK,N,N,N,N,N,N,N,N
9153,A lady is wearing a black dress and is carrying a white cross,A man in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,SICK,N,N,N,N,N,N,N,N
9154,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,A lady is dressed in black and is carrying a white cross,SICK,N,N,N,N,N,N,N,N
9155,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,A boy is wearing a black dress and is carrying a white cross,SICK,N,N,N,N,N,N,N,N
9156,A lady is wearing a black dress and is carrying a white cross,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,SICK,N,N,N,N,N,N,N,N
9157,A boy in a swimsuit is sitting on top of a circular fountain,A boy in a swimsuit is sitting on a circular fountain,SICK,E,E,E,N,E,E,E,N
9158,There is no boy in a swimsuit sitting on top of a circular fountain,A boy in a swimsuit is sitting on top of a circular fountain,SICK,C,C,C,C,C,N,N,N
9159,The boy is standing next to the opening of a fountain,A boy is standing next to the opening of a fountain,SICK,E,E,E,E,E,E,E,E
9160,A boy is standing next to the opening of a fountain,A girl is standing next to the opening of a fountain,SICK,C,C,N,C,C,N,N,N
9161,A boy in a swimsuit is sitting on top of a circular fountain,The boy is standing next to the opening of a fountain,SICK,N,N,N,N,N,N,N,N
9162,A boy in a swimsuit is sitting on top of a circular fountain,A girl is standing next to the opening of a fountain,SICK,N,N,N,N,N,N,N,N
9163,A boy in a swimsuit is sitting on a circular fountain,A boy is standing next to the opening of a fountain,SICK,N,N,N,N,N,N,N,N
9164,There is no boy in a swimsuit sitting on top of a circular fountain,A boy is standing next to the opening of a fountain,SICK,N,N,N,N,N,N,N,N
9165,A boy is standing next to the opening of a fountain,A boy in a swimsuit is sitting on top of a circular fountain,SICK,N,N,N,N,N,N,N,N
9166,A brown and white animal is jumping on the sidewalk,A brown and white dog is jumping on the sidewalk,SICK,N,N,E,N,N,N,N,N
9167,A brown and white cat is jumping on the sidewalk,A brown and white dog is jumping on the sidewalk,SICK,N,N,N,N,N,N,N,N
9168,A small brown and white dog is running on the sidewalk,A little brown and white dog is running on the sidewalk,SICK,E,E,E,E,E,E,E,E
9169,A little brown and white dog is running on the sidewalk,A little brown and white dog is running on the road,SICK,N,N,N,N,N,N,N,N
9170,A brown and white dog is jumping on the sidewalk,A small brown and white dog is running on the sidewalk,SICK,N,N,N,N,N,N,N,N
9171,A brown and white dog is jumping on the sidewalk,A little brown and white dog is running on the road,SICK,N,N,N,N,N,N,N,N
9172,A brown and white animal is jumping on the sidewalk,A little brown and white dog is running on the sidewalk,SICK,N,N,N,N,N,N,N,N
9173,A little brown and white dog is running on the sidewalk,A brown and white cat is jumping on the sidewalk,SICK,N,N,N,N,N,N,N,N
9174,A brown and white dog is jumping on the sidewalk,A little brown and white dog is running on the sidewalk,SICK,N,N,N,N,N,N,N,N
9175,The person is hiking,The person is walking,SICK,E,E,E,E,E,E,E,E
9176,No person is hiking,The person is hiking,SICK,C,C,C,C,C,C,C,C
9177,A distant person with a blue backpack is hiking in rocky area,A distant person with a blue backpack is hiking area full of rocks,SICK,UG,UG,E,N,N,N,N,N
9178,There is no person with a blue backpack hiking in rocky area,A distant person with a blue backpack is hiking in rocky area,SICK,C,C,C,C,C,Exception,Exception,N
9179,A distant person with a blue backpack is hiking area full of rocks,The person is hiking,SICK,E,E,E,N,E,E,E,E
9180,There is no person with a blue backpack hiking in rocky area,The person is hiking,SICK,N,N,N,N,N,N,N,N
9181,A distant person with a blue backpack is hiking in rocky area,The person is walking,SICK,E,E,E,N,E,E,E,E
9182,No person is hiking,A distant person with a blue backpack is hiking in rocky area,SICK,C,C,C,N,C,C,C,C
9183,A distant person with a blue backpack is hiking in rocky area,The person is hiking,SICK,E,E,E,N,E,E,E,E
9184,A ball is being chased by a yellow dog,A yellow dog is chasing a ball,SICK,E,E,E,E,E,E,E,E
9185,A yellow cat is chasing a ball,A yellow dog is chasing a ball,SICK,C,C,N,N,E,N,N,N
9186,A dog is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball,SICK,E,E,E,E,E,E,E,E
9187,There is no dog turning on the grass and pursuing a flying ball,A dog is turning on the grass and pursuing a flying ball,SICK,C,C,C,C,C,C,C,C
9188,A dog is turning on the grass and pursuing a flying tennis ball,A yellow dog is chasing a ball,SICK,N,N,N,N,N,N,N,N
9189,There is no dog turning on the grass and pursuing a flying ball,A yellow dog is chasing a ball,SICK,N,N,N,N,N,C,N,N
9190,A dog is turning on the grass and pursuing a flying ball,A ball is being chased by a yellow dog,SICK,N,N,N,N,N,N,N,N
9191,A yellow cat is chasing a ball,A dog is turning on the grass and pursuing a flying ball,SICK,N,N,N,N,N,N,N,N
9192,A yellow dog is chasing a ball,A dog is turning on the grass and pursuing a flying ball,SICK,N,N,N,N,N,N,N,N
9193,A woman in blue jeans is standing in front of a group of children beside a house made of stone,A woman in blue jeans is standing in front of a group of children beside a stone built house,SICK,E,E,E,N,E,N,Exception,N
9194,A man in blue jeans is standing in front of a group of children beside a stone built house,A woman in blue jeans is standing in front of a group of children beside a stone built house,SICK,C,C,N,C,C,N,N,N
9195,A lady is standing on the street and is surrounded by school children,A lady is standing on the street and is surrounded by kids,SICK,E,E,E,E,E,E,E,E
9196,A lady is standing on the street and is surrounded by school children,No lady is standing on the street and is surrounded by school children,SICK,C,C,C,C,C,C,C,C
9197,A lady is standing on the street and is surrounded by kids,A woman in blue jeans is standing in front of a group of children beside a stone built house,SICK,N,N,N,N,N,N,N,N
9198,A woman in blue jeans is standing in front of a group of children beside a stone built house,No lady is standing on the street and is surrounded by school children,SICK,N,N,N,N,N,N,Exception,N
9199,A lady is standing on the street and is surrounded by school children,A woman in blue jeans is standing in front of a group of children beside a house made of stone,SICK,N,N,N,N,N,N,N,N
